Date,Ticker,Industry,Rtn1q
2011-06-30,A,106001,-0.49194623427673756
2011-09-30,A,106001,0.27989900017484537
2012-12-31,A,106001,0.23254744675190997
2013-09-30,A,106001,0.11182712984272447
2013-12-31,A,106001,-0.022484472210214435
2014-03-31,A,106001,0.031642511286451125
2014-06-30,A,106001,-0.005841286450242844
2014-09-30,A,106001,-0.004339509043451706
2014-12-31,A,106001,0.019757481588400072
2015-03-31,A,106001,-0.07173768632075728
2015-06-30,A,106001,-0.11374914555544713
2015-09-30,A,106001,0.19968206463521154
2015-12-31,A,106001,-0.04786329414293222
2016-03-31,A,106001,0.11249454095167177
2016-06-30,A,106001,0.06223231730012069
2016-09-30,A,106001,0.12109321687283314
2017-03-31,A,106001,0.1173112060210193
2017-06-30,A,106001,0.049549884334879835
2018-05-31,A,106001,0.08930880664731866
2018-08-31,A,106001,0.0034295120469653995
2018-12-31,A,106001,-0.004027151389421668
2017-05-31,AA,110004,0.28677091065753535
2017-08-31,AA,110004,0.0851485064906341
2017-10-31,AA,110004,-0.06061154111504763
2018-02-28,AA,110004,0.06666268112325335
2018-05-31,AA,110004,-0.07335614654184175
2018-08-31,AA,110004,-0.33952142960297493
2018-11-30,AA,110004,-0.07539044241527826
2014-04-30,AAL,100006,0.10479149151884481
2014-07-31,AAL,100006,0.06497654867292013
2014-10-31,AAL,100006,0.15897551905778995
2015-04-30,AAL,100006,-0.18560279624598897
2015-07-31,AAL,100006,0.02940260380875337
2016-02-29,AAL,100006,-0.003786449052503027
2016-10-31,AAL,100006,0.13731784167702576
2017-02-28,AAL,100006,0.08653360267377375
2017-07-31,AAL,100006,-0.0725228656041752
2017-10-31,AAL,100006,-0.16226320772167213
2014-04-30,AAMC,104001,-0.17652923608945015
2014-07-31,AAMC,104001,-0.05207525715383943
2015-03-31,AAMC,104001,-0.25476608523641975
2015-08-31,AAMC,104001,-0.10545396923482997
2015-11-30,AAMC,104001,-0.33684613828943144
2016-02-29,AAMC,104001,0.09125628132295516
2016-05-31,AAMC,104001,0.107508744196116
2016-08-31,AAMC,104001,0.08531107679029626
2016-11-30,AAMC,104001,0.2815054005600519
2017-03-31,AAMC,104001,-0.10412212540667998
2017-05-31,AAMC,104001,-0.11531084651099421
2017-08-31,AAMC,104001,-0.08701137698962969
2017-11-30,AAMC,104001,-0.013218291085852929
2018-05-31,AAMC,104001,0.16389975667910006
2018-08-31,AAMC,104001,-0.2902919042941523
2011-02-28,AAN,100007,0.181741173724848
2011-05-31,AAN,100007,-0.05634767794608164
2011-08-31,AAN,100007,-0.013137746921577875
2011-11-30,AAN,100007,0.06147081001800547
2012-02-29,AAN,100007,-0.05063898264240496
2012-05-31,AAN,100007,0.11885125205039593
2012-08-31,AAN,100007,-0.039371049017551396
2012-11-30,AAN,100007,-0.05028381642621538
2013-02-28,AAN,100007,0.029457210885429852
2013-05-31,AAN,100007,0.09246936264590921
2014-02-28,AAN,100007,-0.078775454962551
2015-03-31,AAN,100007,0.28571162846448184
2015-08-31,AAN,100007,-0.437717151945352
2015-11-30,AAN,100007,-0.05392834202555585
2016-02-29,AAN,100007,0.08873226422024771
2016-05-31,AAN,100007,-0.02774555782724608
2016-08-31,AAN,100007,0.17838331976275246
2016-11-30,AAN,100007,-0.06433085838114039
2017-02-28,AAN,100007,0.2926530851738014
2017-05-31,AAN,100007,0.1930534784968576
2017-08-31,AAN,100007,-0.1842766805212981
2017-10-31,AAN,100007,0.12822652196051942
2018-04-30,AAN,100007,0.037019434043180866
2018-07-31,AAN,100007,0.08494520070689182
2018-10-31,AAN,100007,0.1422641481135627
2015-08-31,AAOI,101004,-0.09458264248594794
2015-11-30,AAOI,101004,-0.22916162363977266
2016-03-31,AAOI,101004,-0.34590626885457176
2016-05-31,AAOI,101004,0.46822479687629537
2016-08-31,AAOI,101004,0.3852825867028975
2016-11-30,AAOI,101004,0.8183934376831843
2017-03-31,AAOI,101004,0.21789382049243766
2017-05-31,AAOI,101004,-0.16635122503694344
2017-08-31,AAOI,101004,-0.3031369255181491
2017-11-30,AAOI,101004,-0.4467309711647123
2018-02-28,AAOI,101004,0.5155405917807094
2018-05-31,AAOI,101004,-0.12292774153762132
2018-08-31,AAOI,101004,-0.6975087091604752
2010-08-31,AAP,103002,0.19279839084599093
2010-11-30,AAP,103002,-0.0037180523079500816
2011-03-31,AAP,103002,-0.11396834351535201
2011-06-30,AAP,103002,0.037385936260306174
2011-08-31,AAP,103002,0.13198025725996132
2011-11-30,AAP,103002,0.21055361642150405
2012-02-29,AAP,103002,-0.15667189809661952
2012-05-31,AAP,103002,-0.024365686768319073
2012-08-31,AAP,103002,0.028946801186748417
2012-11-30,AAP,103002,0.04363244593143012
2013-02-28,AAP,103002,0.06630208050620912
2013-05-31,AAP,103002,0.4482556316032298
2014-02-28,AAP,103002,0.163695220830828
2015-03-31,AAP,103002,0.06253463056307584
2015-06-30,AAP,103002,0.09548255892389435
2015-08-31,AAP,103002,-0.07378539364393344
2015-11-30,AAP,103002,-0.014014991613737315
2016-03-31,AAP,103002,-0.041365779696685756
2016-05-31,AAP,103002,0.023135119073600663
2016-08-31,AAP,103002,0.07587683516337318
2016-11-30,AAP,103002,-0.08003777321547556
2017-02-28,AAP,103002,-0.15827532476893857
2017-05-31,AAP,103002,-0.31061275527374477
2017-08-31,AAP,103002,0.03178393964561721
2017-11-30,AAP,103002,0.12388876594012022
2018-02-28,AAP,103002,0.11898146322919079
2018-05-31,AAP,103002,0.2436684003974534
2018-08-31,AAP,103002,0.08044182586242421
2011-01-31,AAPL,101001,0.17637677441958255
2011-10-31,AAPL,101001,0.1202150873366361
2012-01-31,AAPL,101001,0.24640041347847763
2012-04-30,AAPL,101001,0.04482055774498672
2012-07-31,AAPL,101001,-0.021423723370479486
2012-10-31,AAPL,101001,-0.2629927201586506
2013-01-31,AAPL,101001,-0.022686280247277146
2013-04-30,AAPL,101001,0.02858088816129989
2013-07-31,AAPL,101001,0.15071225267243804
2013-10-31,AAPL,101001,-0.03741443585025728
2014-01-31,AAPL,101001,0.1704439184176776
2014-04-30,AAPL,101001,0.1312999577987286
2014-07-31,AAPL,101001,0.12696094448604978
2014-10-31,AAPL,101001,0.15562885548263683
2015-04-30,AAPL,101001,-0.027124150103669642
2015-07-31,AAPL,101001,0.344873639309486
2017-08-31,AAPL,101001,0.0901791682304598
2018-02-28,AAPL,101001,0.05184818732747587
2018-05-31,AAPL,101001,0.20079416536158146
2018-08-31,AAPL,101001,-0.23917203050778735
2018-11-30,AAPL,101001,-0.0703931465247285
2019-01-31,AAPL,101001,0.058695114205064236
2012-05-31,AAXN,100008,-0.005591813265777956
2012-08-31,AAXN,100008,0.4343280266249716
2012-11-30,AAXN,100008,0.13881402508894958
2013-05-31,AAXN,100008,0.6561158497809378
2014-03-31,AAXN,100008,0.2762722297903055
2015-03-31,AAXN,100008,-0.0298906698294239
2015-08-31,AAXN,100008,-0.22421249850311487
2015-11-30,AAXN,100008,0.048535484427828735
2016-03-31,AAXN,100008,0.1306617672136685
2016-05-31,AAXN,100008,0.1910746725420358
2016-08-31,AAXN,100008,0.005523858641594437
2016-11-30,AAXN,100008,-0.17799746342807543
2017-03-31,AAXN,100008,0.05214856697556902
2017-05-31,AAXN,100008,-0.10069742634296164
2017-08-31,AAXN,100008,0.1362912839807784
2017-11-30,AAXN,100008,0.9398062736651487
2018-05-31,AAXN,100008,0.06945340194243332
2018-08-31,AAXN,100008,-0.4512528984778599
2016-10-31,AB,104001,0.13242458564933202
2017-02-28,AB,104001,0.06502289993125077
2017-07-31,AB,104001,0.06378157613132851
2017-10-31,AB,104001,0.07860876496040081
2018-02-28,AB,104001,0.022426189029827626
2018-04-30,AB,104001,0.13178448779759888
2018-07-31,AB,104001,-0.021834928603200243
2018-10-31,AB,104001,0.05267203443775115
2017-11-30,ABAX,106001,0.31567688967794716
2018-02-28,ABAX,106001,0.21877508763741726
2014-02-28,ABBV,106005,0.25107556526770747
2015-08-31,ABBV,106005,-0.06129839018178185
